,title,text,subject,date,label,has_mentions
93,texas sheriff threatens jail truck owner anti trump sticker screenshots,good news everyone crime texas solved know this fort bend county sheriff troy e nehls announced going crusade protected political speech apparently sheriff saw someone anti trump sticker placed truck decided take action pleasing tortured little snowflake contacted also showing unnamed prosecutor corrupt f ck received numerous call regarding offensive display truck often seen along fm know owns truck yours would like discus you sheriff posted facebook wednesday prosecutor informed u would accept disorderly conduct charge regarding it feel could come agreement regarding modification it yes disorderly conduct sticker anti trump sorry sheriff agreement necessary crime criticize president people voted him naturally american stopped laugh sheriff claim saying mean thing trump constitutes immediate breach peace unfortunately sheriff matter decided supreme court case cohen v california man convicted disturbing peace wearing f ck draft jacket supreme court told would abuse justice system punishing protected political speech f ck off unfortunately goal successfully prosecute someone make sure owner truck pay mean trump featured image via screengrab,News,"November 15, 2017",fake,False
94,trump completely screw middle east peace process another wednesday,wednesday donald trump took step previous president ever dared consider declared united state officially recognizes city jerusalem capital israel announced plan move american embassy tel aviv holy city the problem is city holy country israel while trump indicated taking position contested land really misleading statement since declaring jerusalem capital israel effect give city israeli position essentially declares debate land belongs over saeb erekat chief palestinian negotiator peace process quick respond saying trump destroyed possibility peace pushing region towards chaos and violence mustafa marghouti independent palestinian politician told al jazeera that single act u administration speak even two state solution american administration say mention word palestinian state once american administration failed exercise pressure israel issue settlement although israel enhanced settlement activity occupied territory le percent since president trump elected many expect see outrage across middle east news decision come in the european union part insists position changed issued statement almost immediately declaring intended continue working toward recognizing jerusalem capital two distinct state israel palestine just home trump seems uniting people him even seem unlikely pairing president turkey recep tayyip erdogan king abdullah ii jordan warned ignoring palestinian muslim christian right jerusalem fuel extremism undermine war terrorism decision make trump evangelical supporter america happy desire hasten end day constant source bafflement seeking understand strange relationship jewish state evangelicalism according christian tradition jew die apocalypse everyone share specific belief no wonder mostly republican watch trump announcement here featured image via chip somodevilla getty image,News,"December 6, 2017",fake,False
95,donald trump destroying country s reputation here s proof,election donald trump bellowing lock hillary clinton manufacturing narrative president obama turned country dystopia lost respectability throughout world we need president laughing stock entire world need truly great leader genius strategy winning respect donald j trump realdonaldtrump august usual trump projection truth sure knew going destroy reputation around world did survey released thursday standing world tumbled way number one number six power quality country brand image measured nation brand index nbi survey conducted german based market research firm gfk british political consultant simon anholt final nbi score decided collecting public opinion different country primarily six category people governance export tourism investment immigration culture heritage according popular public opinion u s dropped sixth place germany rose claim prestigious first spot germany stood second survey last year first place held u s year u s lagging behind germany france britain canada japan source ibtimesthis first time world taken notice fact greedy uncivilized unethical half wit helm largest economy largest military world in september pew poll found world favored obama trump significant number country two liked trump better russia hmmmm israel happier trump rest world drop popularity double digit wa trump might say huuuuge percent swede trust trump start world war iii percent swedish people trusted obama okay survey specify world war ask trusted u s president handle world affair the rest world quite dramatic see chart below world really hate trump in july result somewhat better still wildly hated majority world citizen this lot bigger deal statistic took long time build standing world since world war ii right wrong united state seen moral leader certainly economic leader leg stand on even fighting interest may witnessing death world longest living democracy million people threw temper tantrum fact black man president woman wanted president featured image via pool getty image,News,"November 17, 2017",fake,False
96,trump travel ban apply people strong u s tie court,reuters u s appeal court friday said president donald trump s hotly contested travel ban targeting people six muslim majority country applied people strong u s tie th u s circuit court appeal cover several west coast state also said ruling would put hold pending decision latest version travel ban trump administration u s supreme court since taking office january trump struggling enact ban pass court muster three judge panel th circuit narrowed previous injunction lower federal court people with credible bona fide relationship united state also said u s president broad power regulate entry immigrant united state power without limit we conclude president s issuance proclamation exceeds scope delegated authority panel said ban target people chad iran libya somalia syria yemen seeking enter united state trump republican said travel ban needed protect united state terrorism state hawaii however challenged court honolulu federal judge said exceeded trump s power immigration law trump s ban also cover people north korea certain government official venezuela lower court already allowed provision go effect three judge th circuit panel limited previous version trump s ban heard argument earlier month trump issued first travel ban targeting several muslim majority country january caused chaos airport mass protest issued revised one march first blocked federal court expired september court fight replaced current version ban exception certain people targeted country still apply visa tourism business education purpose applicant ask individual waiver we pleased supreme court already allowed government implement proclamation keep american safe matter litigated continue believe order allowed take effect entirety u s justice department spokeswoman lauren ehrsam said statement,politicsNews,"December 23, 2017 ",real,False
97,trump sends crazy time tweet wrong account losing sh t world leader s remark,donald trump retweeted fake news video early hour morning that widely condemned white house responded say matter former reality show star posted fake video muslim threat real scary huh backlash ensued trump retweeted three time woman convicted hate crime u k the current occupant white house upset british prime minister theresa may responded trump widely condemned retweets morning saying wrong president done this statement downing street said britain first seek divide community use hateful narrative peddle lie stoke tension cause anxiety law abiding people member british parliament also condemned trump retweets so naturally trump lashed twitter ally leader problem tweeted wrong theresa may person follower causing twitter user receive nearly notification we took screen capture knew and did dotard would delete it trump full tweet totally wrong person finally trump tweeted correct theresa may writing message focus me focus destructive radical islamic terrorism taking place within united kingdom fine theresa may focus me focus destructive radical islamic terrorism taking place within united kingdom fine donald j trump realdonaldtrump november wrong fine so called leader free world tweet wrong world leader even though addicted twitter still cannot tweet correctly corrected tweet sound idiotic morning started tweeting fake video order promote ban muslim country what fuckin moron photo david becker getty image,News,"November 29, 2017",fake,False
98,exclusive u s memo weakens guideline protecting immigrant child court,new york reuters u s justice department issued new guideline immigration judge remove instruction protect unaccompanied juvenile appearing courtroom dec memo issued executive office immigration review eoir replaces guideline spelling policy procedure judge follow dealing child crossed border illegally alone face possible deportation new memo remove suggestion contained memo conduct child sensitive questioning add reminder judge maintain impartiality even though juvenile case may present sympathetic allegation new document also change word child unmarried individual age many instance link comparison tmsnrt r bltvk may document tmsnrt r bbrwj december document tmsnrt r cswcs eoir official said new memo contained clarification update year old guidance in order consistent law they ve passed congress new memo posted justice department website previously reported immigration advocate said worry new guideline could make court appearance child difficult spokeswoman union representing immigration judge said judge concerned tone memo president donald trump made tougher immigration enforcement key policy goal administration focused particularly trying curb illegal entry child administration say want prevent vulnerable juvenile making perilous journey united state eliminate fraud program young immigrant one changed section memo focus make child comfortable court advance hearing old guidance say should permitted explore courtroom allowed sit location including especially judge s bench witness stand new guidance say exploration take place to extent resource time permit specifically put judge s bench limit new memo also warns judge skeptical since unaccompanied minor generally receives favorable treatment law category illegal alien creates an incentive misrepresent accompaniment status age order attempt qualify benefit also say lookout fraud abuse language previous memo immigration judge appointed u s attorney general court part department justice independent branch sitting immigration judge routinely allowed speak medium representative union national association immigration judge dana mark sitting judge spokeswoman union said overall tone memo is distressing concerning immigration judge there feeling immigration court demoted immigration enforcement office rather neutral arbiter mark said there relentless beating drum toward enforcement rather due process former immigration judge andrew arthur work center immigration study promotes lower level immigration overall said new guideline needed previous form said so much emphasis placed potential inability alien understand proceeding almost put judge position advocate court handle surge case unaccompanied minor mostly central america number sky rocketed violence region caused resident flee north illegal crossing initially fell trump took office u s custom border protection said since may month seen increase child apprehended either alone family member attorney general jeff session said speech boston september special accommodation unaccompanied minor exploited gang member come country wolf sheep clothing echoing concern new memo note preamble child case involve innocent court might see an adolescent gang member a teenager convicted adult serious criminal activity jennifer podkul policy director kid need defense kind said congress included special procedural protection immigrant child anti trafficking bill make sure kid get fair shot courtroom these kid telling complicated oftentimes traumatic story said podkul the approach memo much suspicious going help get truth child s story case child called testify old guidance instructed judge seek limit amount time child stand new guidance say judge consider limiting child s time stand without compromising due process opposing party generally government prosecutor memo leaf range special accommodation made child including allowing bring pillow booster seat toy book personal item also maintains case involving unaccompanied minor heard separate docket possible child detained transported adult,politicsNews,"December 23, 2017 ",real,False
99,fbi agent destroy donald trump attack agency james comey,donald trump went quite tweetstorm morning lashing former director fbi james comey agency trump losing sh t former national security adviser flipped investigation possible collusion campaign russia former fbi director trump called liar writing never asked comey stop investigating flynn fake news covering another comey lie claimed fbi worst history said tatter year comey phony dishonest clinton investigation and more running fbi reputation tatter worst history wrote fear not bring back greatness year comey phony dishonest clinton investigation and more running fbi reputation tatter worst history fear not bring back greatness donald j trump realdonaldtrump december that tweet prompted statement president fbi agent association series tweet every day fbi special agent put life line protect american public national security criminal threat fbiaa president thomas connor wrote agent perform duty unwavering integrity professionalism focus complying law constitution fbi continues premier law enforcement agency world continued fbi agent dedicated mission suggesting otherwise simply false james comey also weighed in want american people know truth fbi honest fbi strong fbi is always be independent june pic twitter com ozzibrmnl james comey comey december former president barack obama attorney general eric holder also took shot trump tweet nope letting go fbi reputation tatter holder tweeted composed dedicated men woman always worked great apolitical job find integrity honesty fbi headquarters penn ave right now nope letting go fbi reputation tatter composed dedicated men woman always worked great apolitical job find integrity honesty fbi headquarters penn ave right eric holder ericholder december what fbi agent saying donald trump fake news photo tom pennington getty image,News,"December 3, 2017",fake,False
100,bank healthcare service firm among winner u s tax bill,new york reuters sweeping u s tax legislation appears verge approval lifting prospect particular bank telecom transport industry stand gain lower corporate tax rate republican led u s house representative hit last minute snag tuesday drive approve legislation favored president donald trump plan capitol hill senate delete three offending provision house version vote bill send back house vote wednesday bill slash corporate income tax rate percent percent would boost overall earnings s p company percent according ubs equity strategist interactive graphic bill ripple industry tmsnrt r kfgx momentum behind tax bill past month helped propel stock market already rallied sharply year fresh record high s p climbed percent since mid november house representative passed tax overhaul bill bill also includes one time tax profit held overseas industry specific measure would benefit stock industry sector others industry stand benefit lower rate telecom transportation retail bank analyst said group tech healthcare impact mixed domestically geared healthcare company focus service poised benefit lower tax rate hospital operator universal health service inc lab testing company quest diagnostics inc drug wholesaler cardinal health inc among service company set benefit most according mizuho security we believe tax reform significant positive cash flow event especially healthcare service company tend limited international exposure significant capital expenditure mizuho analyst said research note many large drugmakers already report adjusted tax rate low percent range number company would benefit ability bring back overseas cash jpmorgan analyst chris schott said recent note according schott pfizer inc billion offshore earnings merck co inc billion particularly poised gain repatriating overseas fund bank expected among biggest winner lower tax rate s p bank index soared percent since mid november tax bill began moving swiftly congress major s p sector financials pay highest effective tax rate percent according well fargo analysis historical tax rate large u s bank see average percent increase earnings per share lower rate according goldman sachs analyst well fargo co pnc financial service group biggest gain citizen financial group region financial corp m t bank corp would see sizable earnings benefit also poised relative winner among large bank stock ubs analyst saul martinez said recent note bank could benefit indirectly tax bill provides economic boost spur increased lending higher interest rate technology sector led market s rally underperformed s p tax bill moved forward congress tech expected benefit le sector drop corporate rate earnings boost percent according ubs semiconductor whose share particularly rough ride past month expected see earnings drop percent due overall bill according ubs many chip company extensive international operation relatively low blended tax rate well fargo analyst said recent note we see possibility change u s tax rule potential risk company one area large tech company could benefit spending cash held overseas us stock buyback boost earnings per share ubs point cisco system inc qualcomm inc company could see among biggest buyback boost the tech sector would certainly among largest beneficiary cash stashed overseas repatriated low rate presumably used stock buyback dividend according recent note ed yardeni president yardeni research,politicsNews,"December 19, 2017 ",real,False
101,conservative christian leader kept sexual assault secret republican lawmaker,conservative shun tony perkins this earlier week ohio gop state rep wes goodman busted carrying same sex affair taxpayer funded office forcing tender resignation but even worse transgression goodman past one drag family research council leader hell him a turn out goodman fondled year old without consent hotel room ritz carlton washington d c the teen stepfather quick alert perkins incident via email warning continuing endorse goodman would mistake endorse type individual would seem whole weekend together nothing charade teen stepfather wrote trust me perkins replied ignored swept aside dealt swiftly prudence perkins withdrew support suspended goodman council national policy going forward soon without distance past behavior track record recovery carry great risk supporting you perkins wrote goodman but perkins failed report crime law enforcement instead kept quiet allowed sexual predator gain public office fact even board member council national policy knew crime perkins informed them none damn thing it and happened two year ago surely perkins board member told still prosecuted failing report goodman authority because definitely be featured image wikimedia,News,"November 18, 2017",fake,False
102,accused child molesting senate candidate roy moore side putin reagan video,ronald reagan largely seen messiah republican party despite long since man president always remained high standard gop morality potential office holder is now reagan likely rolling grave idea state party donald trump standard bearer likely prospect bigoted accused child molester like roy moore r al next gop senator alabama well reagan another reason hate moore clearly pocket russian autocrat vladimir putin like donald trump is during interview talking american face evil world right now moore indicates putin harsh murderous treatment lgbtq people russia something would like see happen united state then something appalling go give putin message russian now one know bigoted backwoods buffoon like roy moore would learn russian all barely left alabama spent last year wreacking havoc basically cementing alabama place america bigoted boil butt humanity wherever whenever can however managed learn enough russian dog whistle putin interview disturb u all man homophobe racist misogynist likely child molester also russian stooge america better enough russian puppet highest level government lord know need one united state senate watch appalling video below please watch end roy moore side putin reagan say america focus evil world sends nice message putin russian pic twitter com wfgdkvzeht reagan battalion reaganbattalion december featured image via drew angerer getty image,News,"December 11, 2017",fake,False
103,fight alaska arctic drilling begun opponent vow,washington reuters senator lisa murkowski alaska republican decade long battle wednesday open part arctic wildlife reserve state oil gas drilling democratic senator conservationist vow war begun tax bill passed congress contains language pushed murkowski supported president donald trump hold two lease sale million acre hectare area northern coastal plain arctic national wildlife refuge anwr democrat environmentalist deplore prospect development anwr home polar grizzly bear specie bird gwich in native depend migrating herd porcupine caribou senator maria cantwell democrat said fight drilling over in fact would say today beginning said cantwell adding democrat would make sure trump administration follows environmental law allowing drilling murkowski said anwr oil would provide job reduce u s import crude help fill trans alaska pipeline source oil u s west coast pipeline operating quarter capacity alaskan production slumped recent year trump expected quickly sign tax bill law said aware fellow republican politician long trying get oil anwr a friend mine oil business said i can t believe it anwr they ve trying get year trump said start cabinet meeting trump said opening anwr move supported member native iupiat tribe would put country already world s top oil natural gas producer new level environmentalist said many stage application company conduct seismic test refuge could block drillers lawsuit endangered specie environmental law suzanne bostrom lawyer trustee alaska nonprofit environmental law firm said opponent would scrutinize application energy company exploration development leasing oil gas production we working every step way make sure coastal plain protected said bostrom interior department carry environmental review lease sale one held within four year another within seven year opponent track environmental lawyer success stopping drilling harsh frigid arctic royal dutch shell ended billion quest find oil offshore alaska partly environmental group uncovered little known law limited number drilling well analyst british bank barclays said environmentalist could delay lease sale project approval may discourage investment entirely still bank said new survey show promising anwr deposit region could attract producer drill frontier region latin america middle east senator edward markey longtime opponent arctic drilling said republican tactic including drilling bill needed vote senate could backfire help democrat pick seat congressional election nobody know much oil refuge contains u s geological survey estimated area held billion barrel recoverable crude global oil glut kept domestic oil price level barrel may prevent wide success anwr lease sale month land arctic alaska le percent million acre million hectare received bid oil company,politicsNews,"December 20, 2017 ",real,False
104,trump urge congress pas short term spending bill,washington reuters u s president donald trump called republican congress pas short term government spending bill later thursday avoid shutdown current funding expires midnight friday republican house representative unveiled stopgap spending bill would allow government stay open current funding level pas c r continuing resolution today keep government open trump wrote post twitter,politicsNews,"December 21, 2017 ",real,False
105,ghost witness flipped hilarious snl skit take trump private holiday hell video,now everyone know disgraced national security adviser michael flynn flipped donald trump course good folk saturday night live mocking trump relentlessly resist using needle notoriously thin skinned sorry excuse president also help midst holiday season enabled snl use seasonal classic christmas carol poke fun trump alec baldwin took mantle play trump again visited fictional michael flynn mikey day chain seems positively terrified ghost michael flynn appears tell trump time come clean good country that ghost christmas past present future line torture trump oval office the ghost christmas past fired nbc host billy bush alex moffat trump infamous grab em pussy tape time shirtless vladimir putin beck bennet arrive remind trump fact president without help russian government effort naught ghost christmas future best all positively wickedly delicious version hillary clinton played kate mckinnon gleefully say trump donald given greatest christmas gift all idea long wanted say this lock up lock indeed entire criminal administration belongs jail go flynn penny trump jr trump hillary really last laugh,News,"December 3, 2017",fake,False
106,watch fox host call cleansing fbi arrest everyone investigating trump,judge jeanine pirro continued screamy ragey meltdown special counsel robert mueller investigation possible collusion trump campaign russia election fox host trying discredit fbi wondering blue life matter crowd try take law enforcement official saturday night pirro said need cleansing fbi department justice pirro claim quite official protecting hillary clinton hold public office destroying donald trump singled deputy director fbi andrew mccabe fbi official peter strzok former associate deputy attorney general bruce ohr former fbi director james comey guessed it special counsel robert mueller say need arrested placed handcuff time history corruption lawlessness pervasive example made shrieked one time cleansing needed fbi department justice need cleansed individual fired need taken cuff pirro declared watch judgejeanine time history corruption lawlessness pervasive example made one time pic twitter com iauzdgk fox news foxnews december pirro trying work trump frenzy hillary clinton using conspiracy theory got hand even trump became visibly agitated walked rant pirro husband convicted conspiracy tax evasion that sentenced spend two year locked prison improperly deducting million personal expense business write offs living lavish lifestyle mr pirro convicted count pirro split hubby admitted fathering child another woman told press pirro failed give enough attention know maybe changed name hillary clinton get attention need pirro hatred hillary clinton go way back appears stem jealousy maybe pirro heed advice pirro said cannot country run president subject ongoing criminal investigation potential indictment never ending hearing w hether indicted even guilty matter leave here when attacking fbi agent criminal investigation losing sarah sander sarahhuckabee november image via screen capture,News,"December 10, 2017",fake,False
107,u s lawmaker question businessman trump tower meeting source,washington reuters georgian american businessman met then miss universe pageant owner donald trump questioned congressional investigator whether helped organize meeting russian trump s eldest son election campaign four source familiar matter said meeting trump tower new york involving donald trump jr campaign adviser focus probe congress special counsel robert mueller whether campaign official colluded russia sought interfere u s election source said russia denies allegation u s intelligence agency meddled election president donald trump denies collusion senate house representative intelligence committee recently questioned behind closed door irakly kaveladze u s citizen born former soviet republic georgia source said u s based representative azerbaijani oligarch ara agalarov s real estate firm crocus group panel knew kaveladze june meeting became interested learning also attended private dinner la vega trump agalarov celebrated agreement hold year s miss universe pageant moscow source said committee member want know extent kaveladze s contact trump family whether bigger role previously believed setting trump tower meeting trump republican candidate president white house declined comment mueller s office also declined comment scott balber new york lawyer represents kaveladze confirmed client attended dinner la vega trump tower meeting said set second meeting trump s son in law jared kushner trump campaign aide russian lawyer natalia veselnitskaya also meeting lawyer balber also said committee seeking kaveladze s input witness targeting investigation no one ever told interest witness balber said lawyer trump jr kushner respond request comment contact kaveladze lawyer president trump declined comment one photograph dinner trump still owned miss universe pageant show agalarov pop singer son emin along trump two trump aide several people dining table another show kaveladze standing behind trump emin agalarov speak picture found university california irvine student blogger scott stedman posted nov ara agalarov billionaire property developer russia awarded order honor russian president vladimir putin several u s official spoke condition anonymity said mueller s team committee looking evidence link trump tower meeting release six week later email stolen democratic party organization also trying determine whether discussion new york meeting lifting u s economic sanction russia top priority putin official said rob goldstone british publicist told trump jr ahead new york meeting russian lawyer veselnitskaya would bringing damaging information donation charity linked trump s democratic rival hillary clinton according email later released trump jr trump jr initially said meeting russian adoption later said also included veselnitskaya s promise information donation clinton charity said ultimately never received information although later posted internet statement issued meeting senate judiciary committee sept trump jr said goldstone veselnitskaya conference room well kaveladze translator balber said kaveladze attended expecting serve translator although end veselnitskaya brought own,politicsNews,"December 27, 2017 ",real,False
108,senate vote final tax bill tuesday evening mcconnell,washington reuters u s senate vote final tax legislation tuesday evening senate republican leader mitch mcconnell said potentially allowing president donald trump sign bill law early wednesday congress standing doorstep historic opportunity mcconnell said floor senate announced vote s timing house representative scheduled vote legislation p m est gmt chamber congress pas bill trump able meet goal signing law christmas,politicsNews,"December 19, 2017 ",real,False
109,dreamer immigration bill u s senate agenda month,washington reuters u s senate consider immigration bill part year end legislation turn measure protecting immigrant youth known dreamer january no senate republican john cornyn said monday cornyn also said congress cannot meet early march deadline passing legislation providing protection deportation undocumented immigrant brought illegally united state child president donald trump could consider extending deadline interview past several day republican democratic lawmaker aide said talk deferred action childhood arrival daca quietly making progress the president given u enough time deal march think that s plenty time expect u meet it cornyn told reporter if can t president could extend deadline chose so something we re going turn to i m sure january tension republican democrat issue legislative protection dreamer increased fall trump took hard line condition deal intense lobbying campaign underway urge lawmaker find permanent legislative fix republican president ended daca program september gave congress early march come legislative replacement capitol hill advocate handed button lawmaker aide number referring estimated number dreamer day already losing temporary legal status daca immigration advocate erected huge monitor national mall situated base u s capitol lawmaker tourist alike see broadcast video dreamer pleading help meanwhile seven daca beneficiary mexico argentina colombia fourth day hunger strike draw attention issue republican representative john carter veteran past immigration debate said worried democrat want go way beyond scope daca approximately dreamer one time another covered democratic former president barack obama s executive order they re talking dream act carter said referring legislation offered democratic senator dick durbin republican senator lindsey graham and number million people that s much past legislative attempt allow dreamer get work permit driver license open bank account come shadow stalled conservative republican lobbying group objected giving amnesty anyone entered united state illegally even choice matter grown here democratic representative michelle lujan grisham chair congressional hispanic caucus said republican demand additional resource immigration enforcement throughout united state border major problem concern trump administration might use money hire federal agent nab undocumented relative dreamer if you re going come go hospital go courtroom go school search family member i m going that said interview,politicsNews,"December 18, 2017 ",real,False
110,heiress disney empire know gop scammed u shred tax bill,abigail disney heiress brass ovary profit gop tax scam bill f cking poor people over m disney penned op ed usa today rip gop new one always cognizant income wealth inequality word donald trump paul ryan bob corker mitch mcconnell abigail disney dammit since election ronald reagan gap rich poor grown dramatically trickle economics turned cause trickle up writes nothing brought problem inequality sharper focus current proposal republican overhaul tax system disney say proposal burdensome middle class decreasing responsibility wealthy contribute common good dropped truth bomb we like truth bomb republican insist plan cut tax middle class truth meager saving offset loss elsewhere deduction longer allowed loss medicaid medicare coverage le funding education chopping block order provide tax cut wealthy people like me even tax break private jet owner bill give tax cut also killing health insurance million people disney wrote let pas million child tax free friend private jet get tax cut too suffocating education system dying infrastructure national debt least trillion bigger social mobility far reach people like you disney continued able stay comfortably right am strike fair no not thankyouverymuch given bill written think looking lot like nightmare pirate caribbean disney wrote made angry yet really hope made angry be one vote tax bill voting life mind pay it watch this disney heiress taking stand gop tax bill even though going benefit pic twitter com ebmcimu nowthis nowthisnews december democracy bunch people advocating self interest instead interest greater good democracy anarchy disney added need start voting acting citizen though common good matter personal well being tax reform heist photo ralph orlowski getty image burda medium,News,"December 20, 2017",fake,False
111,internet brutally mock disney s new trump robot hall president,new animatronic figure hall president walt disney world added every former leader republic depicted audio animatronics show figure supposedly resembles jon voight donald trump added collection absolutely horrifying internet noticed that too here picture donald trump animatronic hallofpresidents pic twitter com aenjwys wdw news today wdwnt december trump robot hall president look like year old chucky doll pic twitter com ylcbmhpnvg john cohen johncohen december breaking disney princess storm trooper come forward alleging hall president trump made lewd comment brohibition ohnoshetwitnt december trump animatronic figure disney hall president look like carved play doh left florida heat discovered dying albino squirrel settled atop head left decompose pic twitter com vmzuteylx elizabeth m elizabethmay december in time w many heavy item thank disney laugh much well realdonaldtrump animatronic little hand check absurdly long tie check horrifying face checkmatewhen trump impeached move haunted mansion state resistance altstatedpt december all president disney new hall president look like believe donald trump president either pic twitter com empuxbm matt binder mattbinder december disney unveiled trump figure hall president save production cost pulled animated hand retired figurine small world ride tim hanlon timfromdas december the best part donald trump disney hall president remove hall president put pirate caribbean ride jail pic twitter com xviykfqcet rex huppke rexhuppke december comment today local news channel anchor orlando donald trump robot added disney hall president hope programmed former president roll eye shake head talking mark hertling markhertling december npr disney world add trump animatronic figure likeness lacking really want look accurate donald man presidential looking fucking pokemon stephen harvest this december could put animatronic version white house real one disney world asking billion people future planet disney trump jonvoight david schmid davidschmid december we pretty sure disney trolling trump image via twitter,News,"December 19, 2017",fake,False
112,senator seek stop expansion airport facial scan,washington reuters two u s senator thursday urged federal authority halt planned expansion billion airport facial scanning program saying technology used identify traveler flight departing nine u s airport international destination may accurate enough raise privacy concern congress approved use program non u s citizen never expressly authorized use american department homeland security said system needed prevent traveler leaving country using someone else s identity prevent visitor united state overstaying visa senator mike lee republican edward markey democrat letter department homeland security secretary kirstjen nielsen raised concern many traveler would inconvenienced faulty scan result questioned american subjected screen known biometric exit detection technology letter raised objection expanding program beyond nine airport already use we request dhs stop expansion program provide congress explicit statutory authority use expand biometric exit program u s citizen senator wrote if specific authorization request explanation dhs belief authority proceed cited report released thursday georgetown university law school s center privacy technology found dhs conducting scan without basic legal technical safeguard meaningful justification billion dollar cost congress authorized spending billion year facial scan u s custom border protection cbp website say program collect facial image traveler united state flight us image verify identity say image stored two week say cbp dedicated protecting privacy traveler government said thursday u s citizen may opt facial screening instead separate review id document u s custom border protection spokeswoman said government working establish biometric exit program in way that s efficient secure traveler least disruptive travel industry airport using system include boston la vega miami new york s john f kennedy washington dulles houston airport chicago o hare atlanta senator want dhs provide data program unduly burden traveler dhs said previously goal percent true accept rate meaning technology positively identify percent face scan senator however said meant there would still false denial one traveler evidence certain face scan exhibit different error rate depending race gender person scanned dhs said traveler cannot verified escorted another area custom border patrol us method verify identity georgetown law report also noted dhs established rule governing program it s dhs hired billion dollar bouncer check id never checked good spotting fake said laura moy deputy director center co author report they also don t know he s biased certain group people senator said dhs also needed safeguard ensure facial data shared u s agency,politicsNews,"December 21, 2017 ",real,False
113,oops trump judicial nominee didn t tell congress marriage white house attorney,major conflict interest automatically disqualify him when senate judiciary committee voted along party line approve donald trump nomination brett talley federal judgeship alabama without knowing talley married white house lawyer ann donaldson chief staff white house counsel donald mcgahn that pretty big detail leave disclosure form according new york time mr talley asked publicly released senate questionnaire identify family member others likely present potential conflict interest mention wife district judge often provide first ruling law called question decision put odds white house lawyer last month example judge hawaii maryland temporarily blocked mr trump travel ban mr talley also mention wife described frequent contact white house lawyer nomination process talley also never tried case life making even unqualified judge fact american bar association judged tally unqualified position rare unanimous decision the senate could hold confirmation vote early monday important reject talley especially since lied omission if republican confirm talley telling future nominee okay lie congress order get important job allowed happen trump republican often claim immigration based merit well becoming federal judge definitely based merit based married whether rubber stamp corrupt administration featured image win mcnamee getty image,News,"November 13, 2017",fake,False
114,leaked email prof trump official aware russia thrown usa election trump,donald trump current deputy national security adviser k t mcfarland former fox news personality k t mcfarland admitted email colleague presidential transition russia throwing election trump leaked email written week trump inauguration state sanction would make difficult ease relation russia thrown u s a election him new york time report but email among top transition official provided described new york time suggest mr flynn far rogue actor fact email coupled interview court document filed friday showed mr flynn close touch senior member trump transition team spoke russian ambassador sergey i kislyak american sanction russia a white house lawyer tried explain mcfarland email time saying referring democrat portrayal election make sense way mcfarland wrote email thomas p bossert currently serf trump homeland security adviser forwarded future national security advisor michael flynn now indicted future chief staff reince priebus future senior strategist stephen bannon future press secretary sean spicer daily beast report with pearl clutching witnessed conservative hillary clinton email think sending message russia throwing election trump this past march john oliver host hbo comedy show last week tonight started segment called stupid watergate described scandal potential ramification watergate everyone involved stupid bad everything nailed it photo chip somodevilla getty image,News,"December 2, 2017",fake,False
115,trump twitter dec hillary clinton tax cut bill,following statement posted verified twitter account u s president donald trump realdonaldtrump potus opinion expressed own reuters edited statement confirmed accuracy realdonaldtrump based fact unfair unpopular individual mandate terminated part tax cut bill essentially repeal over time obamacare democrat republican eventually come together develop great new healthcare plan est wow foxandfrlends dossier bogus clinton campaign dnc funded dossier fbi cannot after time verify claim dossier russia trump collusion fbi tainted used crooked hillary pile garbage basis going trump campaign est sign business looking really good next year helped tax cut bill great year company job stock market poised another year success est source link bit ly jbhlu bit ly jpexyr,politicsNews,"December 26, 2017 ",real,False
116,breitbart editor cnn host song ringo starr prof roy moore isn t pedo video,breitbart news editor tried use song ringo starr covered order make claim appear false controversial alabama gop senate candidate roy moore engaged sexual misconduct teenage girl thirty monday breitbart editor joel pollak told host chris cuomo cnn new day starr released sixteen you beautiful mine cover song actually written robert b sherman richard m sherman performed johnny burnette song also featured american graffiti something time singing year old pollak said want take away ringo starr achievement serious cuomo shot back dead serious think ringo starr song supposed nod toward allowing year old prey teenager believe that joel parent believe that watch breitbart senior editor defends judge roy moore citing ringo starr s hit cover song you re sixteen beautiful and mine new day newday november pollack previously claimed moore creeping high school girl perfectly legitimate age consent year old alabama said accurate claim teenage girl teenager one would considered wait teenage year moore way accused pursuing relationship girl young year old s moore also banned gadsden mall ymca perving teenage girl police officer assigned job making sure moore stayed away high school ballgame sure bother cheerleader someone check pollak browsing history thought fact check donald trump s too since come strong support roy moore image via screen capture,News,"November 27, 2017",fake,False
